Date,VTI,AGG,DBC,^VIX
2006-12-18,70.555,100.370003,24.469999,10.6
2006-12-19,70.654999,100.440002,24.76,10.3
2006-12-20,70.625,100.400002,24.809999,10.26
2006-12-21,70.349998,100.599998,24.559999,10.53
2006-12-22,69.599998,100.510002,24.75,11.36
2006-12-26,70.004997,100.480003,24.370001,11.26
2006-12-27,70.485001,99.839996,24.299999,10.64
2006-12-28,70.385002,99.709999,24.48,10.99
2006-12-29,70.105003,99.699997,24.58,11.56
2007-01-03,69.974998,99.910004,23.799999,12.04
2007-01-04,70.114998,100.120003,23.18,11.51
2007-01-05,69.559998,100.050003,23.1,12.14
2007-01-08,69.815002,100.110001,23.219999,12.0
2007-01-09,69.815002,100.110001,23.02,11.91
2007-01-10,69.970001,100.0,22.68,11.47
2007-01-11,70.5,99.809998,22.65,10.87
2007-01-12,70.964996,99.669998,23.18,10.15
2007-01-16,70.830002,99.800003,22.65,10.74
2007-01-17,70.879997,99.739998,22.85,10.59
2007-01-18,70.5,99.879997,22.610001,10.85
2007-01-19,70.775002,99.839996,22.950001,10.4
2007-01-22,70.495003,99.889999,22.969999,10.77
2007-01-23,70.695,99.699997,23.700001,10.34
2007-01-24,71.32,99.669998,23.5,9.89
2007-01-25,70.519997,99.540001,23.290001,11.22
2007-01-26,70.474998,99.529999,23.58,11.13
2007-01-29,70.489998,99.400002,23.1,11.45
2007-01-30,70.894997,99.550003,23.74,10.96
2007-01-31,71.410004,99.629997,23.99,10.42
2007-02-01,71.82,99.290001,23.9,10.31
2007-02-02,71.910004,99.43,24.209999,10.08
2007-02-05,71.995003,99.589996,24.129999,10.55
2007-02-06,72.0,99.779999,24.01,10.65
2007-02-07,72.235001,99.900002,23.719999,10.32
2007-02-08,72.144997,99.959999,24.27,10.44
2007-02-09,71.599998,99.730003,24.42,11.1
2007-02-12,71.345001,99.629997,23.959999,11.61
2007-02-13,71.949997,99.620003,24.4,10.34
2007-02-14,72.43,100.0,24.07,10.23
2007-02-15,72.445,100.139999,24.07,10.22
2007-02-16,72.495003,100.209999,24.49,10.02
2007-02-20,72.709999,100.260002,24.219999,10.24
2007-02-21,72.739998,100.25,24.74,10.2
2007-02-22,72.714996,100.050003,25.08,10.18
2007-02-23,72.480003,100.290001,25.24,10.58
2007-02-26,72.385002,100.510002,25.309999,11.15
2007-02-27,69.699997,100.919998,24.83,18.309999
2007-02-28,70.25,100.849998,25.209999,15.42
2007-03-01,70.050003,100.440002,25.030001,15.82
2007-03-02,69.050003,100.650002,24.799999,18.610001
2007-03-05,68.25,100.589996,24.43,19.629999
2007-03-06,69.400002,100.519997,24.66,15.96
2007-03-07,69.345001,100.599998,25.0,15.24
2007-03-08,69.925003,100.510002,25.040001,14.29
2007-03-09,69.949997,100.230003,24.709999,14.09
2007-03-12,70.135002,100.540001,24.48,13.99
2007-03-13,68.875,100.800003,24.290001,18.129999
2007-03-14,69.224998,100.68,24.34,17.27
2007-03-15,69.5,100.57,24.190001,16.43
2007-03-16,69.199997,100.580002,24.25,16.790001
2007-03-19,69.989998,100.510002,24.370001,14.59
2007-03-20,70.449997,100.610001,24.4,13.27
2007-03-21,71.574997,100.739998,24.440001,12.19
2007-03-22,71.614998,100.550003,24.84,12.93
2007-03-23,71.754997,100.410004,24.85,12.95
2007-03-26,71.330002,100.349998,24.959999,13.16
2007-03-27,71.044998,100.370003,25.030001,13.48
2007-03-28,70.580002,100.419998,25.27,14.98
2007-03-29,70.775002,100.260002,25.76,15.14
2007-03-30,70.735001,100.260002,25.379999,14.64
2007-04-02,70.910004,100.0,25.129999,14.53
2007-04-03,71.555,99.900002,25.030001,13.46
2007-04-04,71.629997,100.010002,25.309999,13.24
2007-04-05,71.830002,99.919998,25.360001,13.23
2007-04-09,71.915001,99.540001,25.1,13.14
2007-04-10,72.114998,99.690002,25.450001,12.68
2007-04-11,71.654999,99.629997,25.41,13.49
2007-04-12,72.125,99.75,25.559999,12.71
2007-04-13,72.364998,99.589996,25.700001,12.2
2007-04-16,73.095001,99.790001,25.5,11.98
2007-04-17,73.209999,100.080002,25.24,12.14
2007-04-18,73.275002,100.230003,25.25,12.42
2007-04-19,73.139999,100.190002,25.18,12.54
2007-04-20,73.790001,100.139999,25.530001,12.07
2007-04-23,73.644997,100.239998,25.700001,13.04
2007-04-24,73.635002,100.290001,25.35,13.12
2007-04-25,74.290001,100.330002,25.85,13.21
2007-04-26,74.315002,100.139999,25.67,12.79
2007-04-27,74.235001,100.120003,25.799999,12.45
2007-04-30,73.580002,100.459999,25.57,14.22
2007-05-01,73.745003,100.019997,25.620001,13.51
2007-05-02,74.290001,100.050003,25.42,13.08
2007-05-03,74.620003,99.940002,25.540001,13.09
2007-05-04,74.839996,100.07,25.49,12.91
2007-05-07,74.959999,100.169998,25.370001,13.15
2007-05-08,74.885002,100.059998,25.209999,13.21
2007-05-09,75.150002,99.940002,25.08,12.88
2007-05-10,74.205002,100.110001,24.98,13.6
2007-05-11,74.900002,99.910004,25.35,12.95
2007-05-14,74.675003,99.93,25.26,13.96
2007-05-15,74.474998,99.889999,25.51,14.01
2007-05-16,75.114998,99.910004,25.26,13.5
2007-05-17,74.934998,99.739998,25.469999,13.51
2007-05-18,75.495003,99.449997,25.43,12.76
2007-05-21,75.709999,99.650002,25.68,13.3
2007-05-22,75.699997,99.449997,25.309999,13.06
2007-05-23,75.660004,99.370003,25.43,13.24
2007-05-24,74.885002,99.410004,25.290001,14.08
2007-05-25,75.25,99.360001,25.6,13.34
2007-05-29,75.550003,99.260002,25.040001,13.53
2007-05-30,76.199997,99.379997,25.280001,12.83
2007-05-31,76.32,99.160004,25.51,13.05
2007-06-01,76.629997,98.629997,25.700001,12.78
2007-06-04,76.754997,98.75,25.93,13.29
2007-06-05,76.364998,98.470001,25.83,13.63
2007-06-06,75.584999,98.510002,25.82,14.87
2007-06-07,74.095001,97.830002,25.950001,17.059999
2007-06-08,75.110001,97.709999,25.49,14.84
2007-06-11,75.199997,97.779999,25.98,14.71
2007-06-12,74.275002,97.199997,25.91,16.67
2007-06-13,75.434998,97.349998,26.24,14.73
2007-06-14,75.974998,97.540001,26.49,13.64
2007-06-15,76.379997,97.889999,26.65,13.94
2007-06-18,76.260002,97.959999,26.65,13.42
2007-06-19,76.470001,98.269997,26.389999,12.85
2007-06-20,75.464996,97.970001,26.42,14.67
2007-06-21,75.839996,97.849998,26.299999,14.21
2007-06-22,75.199997,98.080002,26.24,15.75
2007-06-25,74.385002,98.169998,26.139999,16.65
2007-06-26,73.779999,98.050003,25.84,18.889999
2007-06-27,74.870003,98.239998,25.799999,15.53
2007-06-28,74.860001,98.169998,25.719999,15.54
2007-06-29,74.690002,98.360001,25.700001,16.23
2007-07-02,75.555,98.199997,25.860001,15.4
2007-07-03,75.879997,98.089996,25.889999,14.92
2007-07-05,75.839996,97.68,26.129999,15.48
2007-07-06,76.260002,97.510002,26.35,14.72
2007-07-09,76.220001,97.68,26.290001,15.16
2007-07-10,75.175003,98.099998,26.48,17.57
2007-07-11,75.724998,97.879997,26.540001,16.639999
2007-07-12,76.870003,97.779999,26.610001,15.54
2007-07-13,77.099998,97.900002,26.65,15.15
2007-07-16,77.044998,98.099998,26.18,15.59
2007-07-17,77.0,97.919998,26.02,15.63
2007-07-18,76.824997,98.169998,26.32,16.0
2007-07-19,77.010002,98.169998,26.41,15.23
2007-07-20,76.32,98.400002,26.4,16.950001
2007-07-23,76.470001,98.339996,26.280001,16.809999
2007-07-24,75.129997,98.540001,26.08,18.549999
2007-07-25,75.144997,98.480003,26.309999,18.1
2007-07-26,73.364998,98.830002,26.030001,20.74
2007-07-27,71.985001,98.730003,26.280001,24.17
2007-07-30,73.050003,98.68,25.98,20.870001
2007-07-31,72.050003,98.989998,26.190001,23.52
2007-08-01,72.474998,98.330002,26.15,23.67
2007-08-02,73.089996,98.279999,26.190001,21.219999
2007-08-03,71.190002,98.709999,25.9,25.16
2007-08-06,72.389999,98.550003,25.540001,22.940001
2007-08-07,72.934998,98.480003,25.68,21.559999
2007-08-08,74.035004,98.360001,25.639999,21.450001
2007-08-09,72.025002,98.480003,25.440001,26.48
2007-08-10,71.860001,98.150002,25.530001,28.299999
2007-08-13,72.0,98.330002,25.35,26.57
2007-08-14,70.745003,98.599998,25.43,27.68
2007-08-15,69.800003,98.730003,25.620001,30.67
2007-08-16,70.25,98.669998,25.18,30.83
2007-08-17,71.529999,98.889999,25.16,29.99
2007-08-20,71.68,98.800003,25.23,26.33
2007-08-21,71.690002,99.260002,25.190001,25.25
2007-08-22,72.690002,99.18,25.25,22.889999
2007-08-23,72.574997,99.300003,25.33,22.620001
2007-08-24,73.425003,99.050003,25.629999,20.719999
2007-08-27,72.660004,99.349998,25.66,22.719999
2007-08-28,71.169998,99.75,25.389999,26.299999
2007-08-29,72.584999,99.550003,25.629999,23.809999
2007-08-30,72.394997,99.760002,25.68,25.059999
2007-08-31,73.110001,99.82,25.690001,23.379999
2007-09-04,73.959999,99.279999,25.98,22.780001
2007-09-05,73.309998,99.599998,26.030001,24.58
2007-09-06,73.529999,99.580002,25.93,23.99
2007-09-07,72.464996,100.199997,26.1,26.23
2007-09-10,72.154999,100.440002,26.280001,27.379999
2007-09-11,73.099998,100.260002,26.34,25.27
2007-09-12,73.349998,100.120003,26.620001,24.959999
2007-09-13,73.625,99.830002,26.42,24.76
2007-09-14,73.690002,99.900002,26.440001,24.92
2007-09-17,73.300003,99.940002,26.75,26.48
2007-09-18,75.345001,100.150002,26.85,20.35
2007-09-19,75.889999,100.129997,27.08,20.030001
2007-09-20,75.43,99.419998,27.5,20.450001
2007-09-21,75.610001,99.709999,27.690001,19.0
2007-09-24,75.074997,99.720001,27.639999,19.370001
2007-09-25,74.900002,99.800003,27.440001,18.6
2007-09-26,75.449997,99.699997,27.48,17.629999
2007-09-27,75.864998,99.870003,28.200001,17.0
2007-09-28,75.599998,100.019997,28.110001,18.0
2007-10-01,76.574997,99.269997,27.82,17.84
2007-10-02,76.449997,99.650002,27.26,18.49
2007-10-03,76.330002,99.699997,27.290001,18.799999
2007-10-04,76.474998,99.660004,27.67,18.440001
2007-10-05,77.305,98.870003,27.75,16.91
2007-10-08,77.205002,99.650002,27.17,17.459999
2007-10-09,77.745003,99.440002,27.360001,16.120001
2007-10-10,77.595001,99.57,27.68,16.67
2007-10-11,77.154999,99.639999,27.99,18.879999
2007-10-12,77.540001,99.449997,28.120001,17.73
2007-10-15,76.934998,99.480003,28.6,19.25
2007-10-16,76.389999,99.639999,28.629999,20.02
2007-10-17,76.445,99.980003,28.48,18.540001
2007-10-18,76.464996,100.269997,28.99,18.5
2007-10-19,74.5,100.730003,28.91,22.959999
2007-10-22,74.864998,100.699997,28.83,21.639999
2007-10-23,75.400002,100.669998,28.629999,20.41
2007-10-24,75.349998,101.110001,28.73,20.799999
2007-10-25,75.300003,100.849998,29.4,21.17
2007-10-26,76.205002,100.760002,29.85,19.559999
2007-10-29,76.510002,100.760002,30.34,19.870001
2007-10-30,75.964996,100.889999,29.66,21.07
2007-10-31,76.955002,100.610001,30.5,18.530001
2007-11-01,75.004997,100.440002,30.110001,23.209999
2007-11-02,74.989998,100.550003,30.76,23.01
2007-11-05,74.400002,100.459999,30.559999,24.309999
2007-11-06,75.43,100.330002,31.360001,21.389999
2007-11-07,73.349998,100.349998,31.200001,26.49
2007-11-08,73.254997,100.449997,31.120001,26.16
2007-11-09,72.290001,100.800003,31.110001,28.5
2007-11-12,71.349998,100.660004,30.43,31.09
2007-11-13,73.434998,100.669998,29.85,24.1
2007-11-14,73.18,100.629997,30.52,25.940001
2007-11-15,72.125,101.059998,30.219999,28.059999
2007-11-16,72.410004,100.989998,30.32,25.49
2007-11-19,71.224998,101.209999,30.549999,26.01
2007-11-20,71.5,101.0,31.309999,24.879999
2007-11-21,70.25,101.769997,31.35,26.84
2007-11-23,71.300003,101.25,31.639999,25.610001
2007-11-26,69.904999,102.169998,31.25,28.91
2007-11-27,70.760002,101.75,31.0,26.280001
2007-11-28,72.925003,101.5,30.620001,24.110001
2007-11-29,72.959999,101.790001,30.690001,23.969999
2007-11-30,73.474998,102.0,30.309999,22.870001
2007-12-03,73.029999,102.129997,30.530001,23.610001
2007-12-04,72.559998,101.739998,30.67,23.790001
2007-12-05,73.644997,101.550003,30.440001,22.530001
2007-12-06,74.709999,101.440002,30.99,20.959999
2007-12-07,74.800003,100.860001,30.889999,20.85
2007-12-10,75.440002,100.660004,30.870001,20.74
2007-12-11,73.385002,101.150002,31.139999,23.59
2007-12-12,73.849998,101.050003,31.99,22.469999
2007-12-13,73.860001,100.660004,31.65,22.559999
2007-12-14,72.849998,100.379997,31.43,23.27
2007-12-17,71.735001,100.529999,30.52,24.52
2007-12-18,72.25,101.059998,30.389999,22.639999
2007-12-19,72.175003,101.269997,30.68,21.68
2007-12-20,72.290001,101.18,30.549999,20.58
2007-12-21,73.404999,100.739998,30.91,18.469999
2007-12-24,74.089996,100.769997,31.139999,18.6
2007-12-26,74.150002,100.459999,31.51,18.66
2007-12-27,73.220001,100.599998,31.620001,20.26
2007-12-28,72.940002,101.139999,31.52,20.74
2007-12-31,72.574997,101.169998,31.559999,22.5
2008-01-02,71.714996,101.650002,32.43,23.17
2008-01-03,71.629997,101.919998,32.68,22.49
2008-01-04,69.714996,102.129997,32.490002,23.940001
2008-01-07,69.75,102.260002,31.9,23.790001
2008-01-08,68.5,102.519997,32.189999,25.43
2008-01-09,69.224998,102.279999,31.870001,24.120001
2008-01-10,69.68,102.07,31.719999,23.450001
2008-01-11,69.025002,102.510002,32.009998,23.68
2008-01-14,69.690002,102.589996,32.41,22.9
2008-01-15,68.0,102.959999,32.009998,23.34
2008-01-16,67.589996,102.650002,31.709999,24.379999
2008-01-17,65.730003,103.269997,31.299999,28.459999
2008-01-18,65.285004,103.25,31.42,27.18
2008-01-22,64.559998,103.410004,31.309999,31.01
2008-01-23,66.25,103.099998,30.719999,29.02
2008-01-24,66.675003,102.839996,31.48,27.780001
2008-01-25,65.705002,103.019997,32.18,29.08
2008-01-28,67.080002,103.220001,32.330002,27.780001
2008-01-29,67.355003,102.900002,32.599998,27.32
2008-01-30,66.745003,103.059998,32.32,27.620001
2008-01-31,68.099998,103.510002,32.48,26.200001
2008-02-01,69.199997,102.989998,31.91,24.02
2008-02-04,68.379997,102.93,32.470001,25.99
2008-02-05,66.440002,103.25,32.200001,28.24
2008-02-06,65.934998,103.169998,32.049999,28.969999
2008-02-07,66.540001,102.260002,32.439999,27.66
2008-02-08,66.150002,102.75,33.41,28.01
2008-02-11,66.535004,102.970001,33.630001,27.6
2008-02-12,67.150002,102.93,32.950001,26.33
2008-02-13,67.915001,102.32,33.220001,24.879999
2008-02-14,67.035004,102.0,33.889999,25.540001
2008-02-15,67.050003,101.949997,33.73,25.02
2008-02-19,67.264999,101.459999,34.830002,25.59
2008-02-20,67.580002,101.300003,35.009998,24.4
2008-02-21,66.824997,102.129997,34.82,25.120001
2008-02-22,67.135002,101.589996,35.299999,24.059999
2008-02-25,68.260002,101.230003,35.639999,23.030001
2008-02-26,68.699997,101.720001,36.400002,21.9
2008-02-27,68.589996,101.93,36.349998,22.690001
2008-02-28,67.900002,102.540001,36.700001,23.530001
2008-02-29,66.400002,102.93,36.099998,26.540001
2008-03-03,66.165001,102.529999,36.630001,26.280001
2008-03-04,65.955002,102.089996,36.5,25.52
2008-03-05,66.324997,101.440002,37.299999,24.6
2008-03-06,64.949997,101.290001,37.580002,27.549999
2008-03-07,64.25,101.599998,37.200001,27.49
2008-03-10,63.27,102.139999,37.900002,29.379999
2008-03-11,65.510002,101.519997,38.490002,26.360001
2008-03-12,64.885002,102.559998,38.91,27.219999
2008-03-13,65.305,102.120003,38.950001,27.290001
2008-03-14,64.105003,102.550003,38.900002,31.16
2008-03-17,63.365002,102.989998,37.34,32.240002
2008-03-18,66.0,102.75,38.169998,25.790001
2008-03-19,64.235001,103.059998,36.52,29.84
2008-03-20,65.580002,103.419998,35.049999,26.620001
2008-03-24,67.0,102.660004,35.689999,25.73
2008-03-25,66.785004,102.849998,36.049999,25.719999
2008-03-26,66.0,102.550003,37.130001,26.08
2008-03-27,65.754997,102.589996,37.540001,25.879999
2008-03-28,65.169998,102.839996,36.650002,25.709999
2008-03-31,65.5,102.68,35.77,25.610001
2008-04-01,67.735001,101.57,35.57,22.68
2008-04-02,67.779999,101.620003,36.630001,23.43
2008-04-03,67.860001,101.940002,36.830002,23.209999
2008-04-04,67.885002,102.459999,37.09,22.450001
2008-04-07,67.919998,102.449997,37.490002,22.42
2008-04-08,67.794998,102.440002,37.639999,22.360001
2008-04-09,67.184998,102.889999,38.27,22.809999
2008-04-10,67.525002,102.57,38.099998,21.98
2008-04-11,66.144997,102.790001,37.950001,23.459999
